shipment_id,carrier,origin_city,destination_city,product_type,delay_risk,delay_probability,estimated_delay_days,customer_notification,notification_urgency
SHP00310,AirExpress,Shanghai,London,Electronics,High,0.8747,24,"I'm sorry your shipment SHP00310 from Shanghai to London is now expected between Feb 16, 2024 to Feb 17, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00311,FastShip,Mumbai,Sydney,Electronics,High,0.8795,15,"I'm sorry your shipment SHP00311 from Mumbai to Sydney is now expected between Mar 20, 2024 to Mar 21, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00315,AirExpress,Mumbai,Sydney,Pharma,High,0.9897,23,"I'm sorry your shipment SHP00315 from Mumbai to Sydney is now expected between Oct 08, 2024 to Oct 09, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00316,FastShip,Shanghai,London,Perishable,High,0.9672,23,"I'm sorry your shipment SHP00316 from Shanghai to London is now expected between Aug 27, 2024 to Aug 28, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00318,GlobalFreight,Rotterdam,New York,Industrial,High,0.9547,18,"I'm sorry your shipment SHP00318 from Rotterdam to New York is now expected between Aug 26, 2024 to Aug 27, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00319,GlobalFreight,Shanghai,Toronto,Consumer Goods,High,0.9645,8,"I'm sorry your shipment SHP00319 from Shanghai to Toronto is now expected between Dec 06, 2024 to Dec 07, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00320,AirExpress,Dubai,Toronto,Pharma,High,0.9794,12,"I'm sorry your shipment SHP00320 from Dubai to Toronto is now expected between Dec 26, 2024 to Dec 27, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00321,FastShip,Dubai,London,Electronics,High,0.983,8,"I'm sorry your shipment SHP00321 from Dubai to London is now expected between May 29, 2024 to May 30, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00322,GlobalFreight,Ṣo Paulo,Tokyo,Industrial,High,0.9589,14,"I'm sorry your shipment SHP00322 from Ṣo Paulo to Tokyo is now expected between Apr 28, 2024 to Apr 29, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00323,QuickMove,Dubai,Sydney,Consumer Goods,High,0.9807,10,"I'm sorry your shipment SHP00323 from Dubai to Sydney is now expected between Dec 28, 2024 to Dec 29, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00325,GlobalFreight,Rotterdam,New York,Pharma,High,0.9899,18,"I'm sorry your shipment SHP00325 from Rotterdam to New York is now expected between Sep 16, 2024 to Sep 17, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00326,FastShip,Mumbai,Cape Town,Electronics,High,0.9784,14,"I'm sorry your shipment SHP00326 from Mumbai to Cape Town is now expected between Mar 06, 2024 to Mar 07, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00327,QuickMove,Singapore,Tokyo,Perishable,High,0.96,24,"I'm sorry your shipment SHP00327 from Singapore to Tokyo is now expected between Jan 31, 2024 to Feb 01, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00328,QuickMove,Rotterdam,Tokyo,Perishable,High,0.9818,10,"I'm sorry your shipment SHP00328 from Rotterdam to Tokyo is now expected between May 02, 2024 to May 03, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00329,GlobalFreight,Rotterdam,Toronto,Electronics,High,0.9358,18,"I'm sorry your shipment SHP00329 from Rotterdam to Toronto is now expected between Jul 30, 2024 to Jul 31, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00330,FastShip,Rotterdam,Tokyo,Consumer Goods,High,0.9398,23,"I'm sorry your shipment SHP00330 from Rotterdam to Tokyo is now expected between Aug 11, 2024 to Aug 12, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00334,FastShip,Chicago,Sydney,Electronics,High,0.9902,8,"I'm sorry your shipment SHP00334 from Chicago to Sydney is now expected between Sep 22, 2024 to Sep 23, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00335,GroundPlus,Shanghai,New York,Perishable,High,0.9762,20,"I'm sorry your shipment SHP00335 from Shanghai to New York is now expected between Jul 20, 2024 to Jul 21, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00336,GlobalFreight,Singapore,Tokyo,Industrial,High,0.9615,15,"I'm sorry your shipment SHP00336 from Singapore to Tokyo is now expected between Dec 28, 2024 to Dec 29, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00339,GroundPlus,Dubai,Tokyo,Perishable,High,0.956,21,"I'm sorry your shipment SHP00339 from Dubai to Tokyo is now expected between Nov 03, 2024 to Nov 04, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00340,FastShip,Singapore,Toronto,Electronics,High,0.9298,14,"I'm sorry your shipment SHP00340 from Singapore to Toronto is now expected between Oct 30, 2024 to Oct 31, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00341,QuickMove,Mumbai,Cape Town,Industrial,High,0.961,21,"I'm sorry your shipment SHP00341 from Mumbai to Cape Town is now expected between Jun 08, 2024 to Jun 09, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00343,GlobalFreight,Ṣo Paulo,London,Consumer Goods,High,0.9848,11,"I'm sorry your shipment SHP00343 from Ṣo Paulo to London is now expected between Jan 15, 2024 to Jan 16, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00345,FastShip,Singapore,Frankfurt,Industrial,High,0.9814,16,"I'm sorry your shipment SHP00345 from Singapore to Frankfurt is now expected between Oct 22, 2024 to Oct 23, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00347,GlobalFreight,Shanghai,Frankfurt,Consumer Goods,High,0.9368,16,"I'm sorry your shipment SHP00347 from Shanghai to Frankfurt is now expected between Dec 23, 2024 to Dec 24, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00348,QuickMove,Chicago,Toronto,Electronics,High,0.8763,11,"I'm sorry your shipment SHP00348 from Chicago to Toronto is now expected between Jul 29, 2024 to Jul 30, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00349,FastShip,Ṣo Paulo,Sydney,Electronics,High,0.9834,8,"I'm sorry your shipment SHP00349 from Ṣo Paulo to Sydney is now expected between Aug 30, 2024 to Aug 31, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00350,QuickMove,Mumbai,London,Perishable,High,0.9763,13,"I'm sorry your shipment SHP00350 from Mumbai to London is now expected between Dec 14, 2024 to Dec 15, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
